id;bank;value;due_date;status;server;duration;size;description;region;error_code;queue
CA-2014-115812;Bradesco;5230;01-04-18;OK;fnt002-sp01;3;153;Storage;SP;0;4
CA-2016-121755;Bradesco;2547;01-04-18;OK;fnt002-sp01;7;303;Furnishings;SP;0;0
US-2015-150630;Banco do Brasil;5395;01-04-18;OK;fnt002-sp01;3;232;Furnishings;SP;0;1
US-2015-150630;Bradesco;2043;01-04-18;OK;fnt002-sp01;3;196;Furnishings;SP;0;2
US-2015-150630;Banco do Brasil;5026;01-04-18;OK;fnt002-sp01;14;185;Art;SP;0;4
US-2015-150630;Santander;2293;02-04-18;OK;fnt002-sp01;2;225;Phones;SP;0;4
US-2015-150630;Bradesco;3263;02-04-18;OK;fnt002-sp01;10;224;Binders;SP;0;1
US-2015-150630;Bradesco;2189;01-04-18;OK;fnt002-sp01;3;308;Appliances;SP;0;1
US-2015-150630;Bradesco;2496;01-04-18;OK;fnt002-sp02;4;119;Tables;SP;0;1
CA-2017-107727;Bradesco;3566;01-04-18;OK;fnt002-sp03;19;291;Phones;SP;0;1
CA-2016-117590;Banco do Brasil;877;01-04-18;OK;fnt002-sp04;15;61;Paper;SP;0;0
CA-2016-117590;Bradesco;3200;01-04-18;OK;fnt002-sp05;19;273;Binders;SP;0;3
CA-2015-117415;Banco do Brasil;2282;02-04-18;OK;fnt002-sp06;6;195;Appliances;SP;0;4
CA-2015-117415;Santander;2865;02-04-18;OK;fnt002-sp06;16;99;Binders;SP;0;2
CA-2015-117415;Bradesco;3463;03-04-18;OK;fnt002-sp01;15;125;Storage;SP;0;2
CA-2015-117415;Bradesco;2439;01-04-18;OK;fnt002-sp01;10;276;Storage;SP;0;3
CA-2017-120999;Bradesco;2143;01-04-18;OK;fnt002-sp01;19;189;Art;SP;0;0
CA-2016-101343;Bradesco;1733;01-04-18;OK;fnt002-sp01;2;291;Phones;SP;0;3
CA-2016-117590;Banco do Brasil;958;02-04-18;OK;fnt002-sp01;2;130;Binders;RJ;0;2
CA-2015-117415;Bradesco;5062;02-04-18;OK;fnt002-sp01;18;193;Art;RJ;0;1
CA-2015-117415;Banco do Brasil;4616;03-04-18;OK;fnt002-sp01;6;50;Appliances;RJ;0;3
CA-2015-117415;Santander;2999;02-04-18;OK;fnt002-sp01;2;287;Chairs;RJ;0;1
CA-2015-117415;Banco do Brasil;3752;01-04-18;OK;fnt002-sp01;18;278;Tables;RJ;0;3
CA-2016-152156;Bradesco;4746;01-04-18;OK;fnt002-sp01;18;252;Binders;RJ;0;2
CA-2016-152156;Banco do Brasil;1996;01-04-18;OK;fnt002-sp01;13;250;Accessories;RJ;0;2
CA-2016-138688;Santander;3098;01-04-18;OK;fnt002-sp01;15;181;Bookcases;MG;0;3
US-2015-108966;Bradesco;5675;01-04-18;OK;fnt002-sp01;1;107;Binders;MG;0;1
US-2015-108966;Bradesco;3664;02-04-18;OK;fnt002-sp01;16;193;Bookcases;MG;0;2
CA-2014-115812;Bradesco;234;02-04-18;OK;fnt002-sp01;18;198;Chairs;ES;0;4
CA-2014-115812;Bradesco;4756;03-04-18;OK;fnt002-sp02;1;306;Labels;BA;0;2
CA-2016-121755;Banco do Brasil;2927;01-04-18;OK;fnt002-sp03;8;201;Tables;ES;0;1
US-2015-150630;Bradesco;3000;01-04-18;NOK;fnt002-sp04;20;254;Storage;ES;404;4
US-2015-150630;Bradesco;4521;01-04-18;NOK;fnt002-sp05;12;152;Furnishings;BA;404;3
US-2015-150630;Bradesco;2794;02-04-18;FATAL;fnt002-sp06;4;284;Furnishings;BA;404;15
US-2015-150630;Bradesco;3516;02-04-18;NOK;fnt002-sp06;19;272;Furnishings;MG;404;1
US-2015-150630;Banco do Brasil;128;03-04-18;NOK;fnt002-sp01;5;252;Art;ES;404;2
US-2015-150630;Bradesco;143;04-04-18;OK;fnt002-sp01;7;45;Phones;BA;0;3
US-2015-150630;Banco do Brasil;1237;05-04-18;OK;fnt002-sp01;13;259;Binders;ES;0;3
CA-2017-107727;Santander;599;11-07-18;OK;fnt002-sp01;2;259;Appliances;ES;0;1
CA-2016-117590;Bradesco;5388;12-07-18;OK;fnt002-sp01;10;176;Tables;BA;0;1
CA-2016-117590;Bradesco;1538;13-07-18;OK;fnt002-sp01;13;167;Phones;BA;0;3
CA-2015-117415;Bradesco;1253;14-07-18;OK;fnt002-sp01;3;109;Paper;MG;0;2
CA-2015-117415;Bradesco;4989;15-07-18;OK;fnt002-sp01;6;108;Binders;ES;0;3
CA-2015-117415;Banco do Brasil;1969;16-07-18;OK;fnt002-sp01;8;77;Appliances;BA;0;0
CA-2015-117415;Bradesco;5172;17-07-18;OK;fnt002-sp01;2;144;Binders;ES;0;3
CA-2017-120999;Banco do Brasil;3244;18-07-18;OK;fnt002-sp01;13;97;Storage;ES;0;0
CA-2016-101343;Santander;593;19-07-18;OK;fnt002-sp01;1;122;Storage;BA;0;4
CA-2016-117590;Bradesco;4225;20-07-18;OK;fnt002-sp01;15;30;Art;BA;0;3
CA-2015-117415;Bradesco;1842;21-07-18;OK;fnt002-sp01;17;119;Phones;MG;0;2
CA-2015-117415;Bradesco;4509;22-07-18;OK;fnt002-sp01;10;224;Binders;ES;0;3
CA-2015-117415;Bradesco;4612;23-07-18;OK;fnt002-sp02;10;245;Art;BA;0;0
CA-2015-117415;Banco do Brasil;373;24-07-18;OK;fnt002-sp03;10;105;Appliances;ES;0;1
CA-2016-152156;Bradesco;808;25-07-18;OK;fnt002-sp04;1;305;Chairs;ES;0;0
CA-2016-152156;Banco do Brasil;4774;26-07-18;OK;fnt002-sp05;17;171;Tables;BA;0;2
CA-2016-138688;Santander;1784;27-07-18;OK;fnt002-sp06;11;288;Binders;BA;0;1
US-2015-108966;Banco do Brasil;3108;28-07-18;OK;fnt002-sp06;7;41;Accessories;SP;0;4
US-2015-108966;Bradesco;3144;29-07-18;OK;fnt002-sp01;14;307;Bookcases;SP;0;4
CA-2014-115812;Banco do Brasil;3705;25-04-18;OK;fnt002-sp01;1;81;Binders;SP;0;3
CA-2014-115812;Santander;3787;26-04-18;OK;fnt002-sp01;13;216;Tables;SP;0;0
CA-2016-121755;Bradesco;4548;27-04-18;OK;fnt002-sp01;17;57;Binders;SP;0;4
US-2015-150630;Bradesco;3498;28-04-18;OK;fnt002-sp01;8;185;Accessories;SP;0;4
US-2015-150630;Bradesco;969;29-04-18;OK;fnt002-sp01;17;278;Bookcases;SP;0;0
US-2015-150630;Bradesco;2050;30-04-18;OK;fnt002-sp01;2;90;Binders;SP;0;2
US-2015-150630;Banco do Brasil;4624;01-05-18;OK;fnt002-sp01;3;135;Bookcases;SP;0;4
US-2015-150630;Bradesco;4200;02-05-18;OK;fnt002-sp01;8;189;Chairs;SP;0;0
US-2015-150630;Bradesco;785;03-05-18;OK;fnt002-sp01;4;254;Labels;SP;0;3
US-2015-150630;Bradesco;2780;04-05-18;OK;fnt002-sp01;5;262;Tables;SP;0;0
CA-2017-107727;Bradesco;5183;05-05-18;OK;fnt002-sp01;12;76;Storage;SP;0;3
CA-2016-117590;Banco do Brasil;1026;06-05-18;OK;fnt002-sp01;7;15;Furnishings;SP;0;2
CA-2016-117590;Bradesco;1451;07-05-18;OK;fnt002-sp01;15;188;Furnishings;SP;0;4
CA-2015-117415;Banco do Brasil;5513;08-05-18;OK;fnt002-sp01;5;288;Bookcases;SP;0;2
CA-2015-117415;Santander;4632;09-05-18;OK;fnt002-sp02;14;47;Chairs;SP;0;0
CA-2015-117415;Bradesco;3620;10-05-18;OK;fnt002-sp03;6;36;Labels;SP;0;3
CA-2015-117415;Bradesco;4185;11-05-18;OK;fnt002-sp04;19;198;Tables;SP;0;3
CA-2017-120999;Bradesco;3101;12-05-18;OK;fnt002-sp05;7;191;Storage;SP;0;3
CA-2016-101343;Bradesco;5380;13-05-18;OK;fnt002-sp06;1;157;Furnishings;SP;0;1
CA-2016-117590;Banco do Brasil;5319;14-05-18;OK;fnt002-sp06;14;309;Furnishings;RJ;0;1
CA-2015-117415;Bradesco;2015;11-07-18;OK;fnt002-sp01;5;133;Furnishings;RJ;0;1
CA-2015-117415;Banco do Brasil;1268;12-07-18;OK;fnt002-sp01;7;188;Art;RJ;0;3
CA-2015-117415;Santander;2057;13-07-18;OK;fnt002-sp01;18;189;Phones;RJ;0;2
CA-2015-117415;Bradesco;4530;14-07-18;OK;fnt002-sp01;1;50;Binders;RJ;0;3
CA-2016-152156;Bradesco;1627;15-07-18;OK;fnt002-sp01;16;284;Appliances;RJ;0;3
CA-2016-152156;Bradesco;3352;16-07-18;OK;fnt002-sp01;17;67;Tables;RJ;0;1
CA-2016-138688;Bradesco;4580;17-07-18;OK;fnt002-sp01;14;104;Phones;MG;0;2
US-2015-108966;Banco do Brasil;364;18-07-18;FATAL;fnt002-sp01;12;242;Paper;SP;500;9
US-2015-108966;Bradesco;1775;19-07-18;NOK;fnt002-sp01;19;57;Binders;SP;404;0
CA-2014-115812;Banco do Brasil;5549;20-07-18;NOK;fnt002-sp01;2;197;Appliances;SP;404;4
CA-2014-115812;Santander;389;21-07-18;FATAL;fnt002-sp01;20;188;Binders;SP;500;10
CA-2016-121755;Banco do Brasil;748;22-07-18;NOK;fnt002-sp01;15;202;Storage;SP;404;4
US-2015-150630;Bradesco;1639;23-07-18;NOK;fnt002-sp01;18;141;Storage;SP;404;3
US-2015-150630;Banco do Brasil;576;24-07-18;FATAL;fnt002-sp01;5;284;Art;SP;500;18
US-2015-150630;Santander;4062;25-07-18;NOK;fnt002-sp01;1;107;Phones;SP;404;4
US-2015-150630;Bradesco;4652;26-07-18;NOK;fnt002-sp02;20;195;Binders;SP;404;3
US-2015-150630;Bradesco;4460;27-07-18;OK;fnt002-sp03;11;180;Art;SP;0;0
US-2015-150630;Bradesco;4305;28-07-18;OK;fnt002-sp04;16;91;Appliances;SP;0;0
US-2015-150630;Bradesco;347;29-07-18;OK;fnt002-sp05;11;280;Chairs;SP;0;3
CA-2017-107727;Banco do Brasil;5259;03-06-18;OK;fnt002-sp06;18;157;Tables;SP;0;4
CA-2016-117590;Bradesco;4156;04-06-18;OK;fnt002-sp06;16;290;Binders;SP;0;0
CA-2016-117590;Bradesco;4974;05-06-18;OK;fnt002-sp01;14;170;Accessories;SP;0;1
CA-2015-117415;Bradesco;535;06-06-18;OK;fnt002-sp01;20;167;Bookcases;SP;0;0
CA-2015-117415;Bradesco;2142;07-06-18;OK;fnt002-sp01;20;65;Binders;SP;0;1
CA-2015-117415;Banco do Brasil;3415;08-06-18;OK;fnt002-sp01;9;232;Bookcases;SP;0;0
CA-2015-117415;Bradesco;2456;09-06-18;OK;fnt002-sp01;8;199;Chairs;SP;0;1
CA-2017-120999;Banco do Brasil;1474;11-07-18;OK;fnt002-sp01;17;33;Labels;SP;0;1
CA-2016-101343;Santander;2453;12-07-18;OK;fnt002-sp01;15;50;Tables;SP;0;4
CA-2016-117590;Bradesco;4759;13-07-18;OK;fnt002-sp01;15;117;Storage;RJ;0;2
CA-2015-117415;Bradesco;5189;14-07-18;OK;fnt002-sp01;11;236;Furnishings;RJ;0;1
CA-2015-117415;Bradesco;2207;15-07-18;OK;fnt002-sp01;8;71;Furnishings;RJ;0;4
CA-2015-117415;Bradesco;1275;16-07-18;OK;fnt002-sp01;9;229;Furnishings;RJ;0;3
CA-2015-117415;Banco do Brasil;1721;17-07-18;OK;fnt002-sp01;18;302;Art;RJ;0;1
CA-2016-152156;Bradesco;2865;18-07-18;OK;fnt002-sp01;17;17;Phones;RJ;0;1
CA-2016-152156;Banco do Brasil;4836;19-07-18;OK;fnt002-sp01;19;270;Binders;RJ;0;3
CA-2016-138688;Santander;635;20-07-18;OK;fnt002-sp01;12;62;Appliances;MG;0;1
US-2015-108966;Bradesco;1081;21-07-18;OK;fnt002-sp02;1;130;Tables;SP;0;0
US-2015-108966;Bradesco;4260;22-07-18;OK;fnt002-sp03;7;135;Phones;SP;0;2
CA-2014-115812;Bradesco;3469;23-07-18;OK;fnt002-sp04;5;306;Paper;SP;0;0
CA-2014-115812;Bradesco;4705;24-07-18;OK;fnt002-sp05;1;210;Binders;SP;0;2
CA-2016-121755;Banco do Brasil;2159;25-07-18;OK;fnt002-sp06;7;210;Appliances;SP;0;4
US-2015-150630;Bradesco;5643;26-07-18;OK;fnt002-sp06;14;160;Binders;SP;0;4
US-2015-150630;Banco do Brasil;2218;27-07-18;OK;fnt002-sp01;12;200;Storage;SP;0;2
US-2015-150630;Santander;5500;28-07-18;OK;fnt002-sp01;14;276;Storage;SP;0;1
US-2015-150630;Banco do Brasil;909;29-07-18;OK;fnt002-sp01;13;117;Art;SP;0;3
US-2015-150630;Bradesco;4728;29-06-18;OK;fnt002-sp01;15;220;Phones;SP;0;1
US-2015-150630;Banco do Brasil;3291;30-06-18;OK;fnt002-sp01;19;38;Binders;SP;0;4
US-2015-150630;Santander;4598;01-07-18;OK;fnt002-sp01;4;227;Art;SP;0;3
CA-2017-107727;Bradesco;768;02-07-18;OK;fnt002-sp01;7;279;Appliances;SP;0;1
CA-2016-117590;Bradesco;2484;03-07-18;OK;fnt002-sp01;16;268;Chairs;SP;0;2
CA-2016-117590;Bradesco;555;04-07-18;OK;fnt002-sp01;9;175;Tables;SP;0;1
CA-2015-117415;Bradesco;1359;05-07-18;OK;fnt002-sp01;6;94;Binders;SP;0;4
CA-2015-117415;Banco do Brasil;4110;06-07-18;OK;fnt002-sp01;7;120;Accessories;SP;0;0
CA-2015-117415;Bradesco;5249;07-07-18;OK;fnt002-sp01;10;306;Bookcases;SP;0;1
CA-2015-117415;Bradesco;2742;08-07-18;OK;fnt002-sp01;17;117;Binders;SP;0;0
CA-2017-120999;Bradesco;2401;09-07-18;OK;fnt002-sp01;20;21;Bookcases;SP;0;2
CA-2016-101343;Bradesco;5056;10-07-18;OK;fnt002-sp01;13;193;Chairs;SP;0;0
CA-2016-117590;Banco do Brasil;4952;11-07-18;OK;fnt002-sp02;20;136;Labels;RJ;0;1
CA-2015-117415;Bradesco;2587;12-07-18;OK;fnt002-sp03;1;247;Tables;RJ;0;1
CA-2015-117415;Banco do Brasil;3055;13-07-18;OK;fnt002-sp04;7;53;Storage;RJ;0;2
CA-2015-117415;Santander;2457;14-07-18;OK;fnt002-sp05;4;76;Furnishings;RJ;0;1
CA-2015-117415;Bradesco;4671;15-07-18;OK;fnt002-sp06;13;79;Furnishings;RJ;0;3
CA-2016-152156;Bradesco;3383;16-07-18;OK;fnt002-sp06;12;131;Furnishings;RJ;0;0
CA-2016-152156;Bradesco;3099;17-07-18;OK;fnt002-sp01;11;217;Art;RJ;0;0
CA-2016-138688;Bradesco;2521;18-07-18;OK;fnt002-sp01;17;95;Phones;MG;0;3
US-2015-108966;Banco do Brasil;4266;19-07-18;OK;fnt002-sp01;17;174;Binders;SP;0;1
US-2015-108966;Bradesco;3201;20-07-18;OK;fnt002-sp01;6;66;Appliances;SP;0;3
CA-2014-115812;Banco do Brasil;1770;21-07-18;OK;fnt002-sp01;14;192;Tables;SP;0;2
CA-2014-115812;Santander;4239;22-07-18;OK;fnt002-sp01;11;237;Phones;SP;0;3
CA-2016-121755;Bradesco;1022;23-07-18;OK;fnt002-sp01;17;265;Paper;SP;0;1
US-2015-150630;Bradesco;1747;24-07-18;OK;fnt002-sp01;4;238;Binders;SP;0;2
US-2015-150630;Bradesco;322;25-07-18;OK;fnt002-sp01;3;113;Appliances;SP;0;0
US-2015-150630;Bradesco;4277;26-07-18;OK;fnt002-sp01;12;298;Binders;SP;0;3
US-2015-150630;Banco do Brasil;5320;27-07-18;OK;fnt002-sp01;10;228;Storage;SP;0;2
US-2015-150630;Bradesco;1259;28-07-18;OK;fnt002-sp01;2;105;Storage;SP;0;3
US-2015-150630;Banco do Brasil;2339;29-07-18;OK;fnt002-sp01;16;79;Art;SP;0;1
US-2015-150630;Santander;3010;30-07-18;OK;fnt002-sp01;2;42;Phones;SP;0;2
CA-2017-107727;Banco do Brasil;4194;31-07-18;OK;fnt002-sp01;16;15;Binders;SP;0;1
CA-2016-117590;Bradesco;421;01-08-18;OK;fnt002-sp02;20;230;Art;SP;0;2
CA-2016-117590;Banco do Brasil;1506;02-08-18;OK;fnt002-sp03;6;132;Appliances;SP;0;4
CA-2015-117415;Santander;2634;03-08-18;OK;fnt002-sp04;2;239;Chairs;SP;0;4
CA-2015-117415;Bradesco;3377;04-08-18;OK;fnt002-sp05;16;172;Tables;SP;0;3
CA-2015-117415;Bradesco;4142;05-08-18;OK;fnt002-sp06;3;95;Binders;SP;0;1
CA-2015-117415;Bradesco;3703;06-08-18;OK;fnt002-sp06;10;254;Accessories;SP;0;2
CA-2017-120999;Bradesco;3897;07-08-18;OK;fnt002-sp01;17;91;Bookcases;SP;0;4
CA-2016-101343;Banco do Brasil;3621;08-08-18;OK;fnt002-sp01;13;130;Binders;SP;0;3
CA-2016-117590;Bradesco;2979;09-08-18;OK;fnt002-sp01;2;156;Tables;RJ;0;1
CA-2015-117415;Bradesco;5214;10-08-18;OK;fnt002-sp01;13;92;Binders;RJ;0;3
CA-2015-117415;Bradesco;506;11-08-18;OK;fnt002-sp01;9;275;Accessories;RJ;0;0
CA-2015-117415;Bradesco;3446;12-08-18;OK;fnt002-sp01;5;303;Bookcases;RJ;0;0
CA-2015-117415;Banco do Brasil;2518;13-08-18;OK;fnt002-sp01;8;74;Binders;RJ;0;2
CA-2016-152156;Bradesco;633;14-08-18;OK;fnt002-sp01;16;103;Bookcases;RJ;0;3
CA-2016-152156;Banco do Brasil;4113;15-08-18;OK;fnt002-sp01;18;313;Chairs;RJ;0;0
CA-2016-138688;Santander;5643;16-08-18;OK;fnt002-sp01;13;224;Labels;MG;0;4
US-2015-108966;Bradesco;2073;17-08-18;OK;fnt002-sp01;8;39;Tables;SP;0;3
US-2015-108966;Bradesco;1841;18-08-18;OK;fnt002-sp01;19;49;Storage;SP;0;0
CA-2014-115812;Bradesco;2711;19-08-18;OK;fnt002-sp01;18;232;Furnishings;SP;0;4
CA-2014-115812;Bradesco;5077;20-08-18;OK;fnt002-sp01;20;15;Furnishings;SP;0;0
CA-2016-121755;Banco do Brasil;398;21-08-18;OK;fnt002-sp01;5;123;Tables;SP;0;2
US-2015-150630;Bradesco;2982;22-08-18;OK;fnt002-sp02;18;272;Binders;SP;0;4
US-2015-150630;Banco do Brasil;5597;23-08-18;OK;fnt002-sp03;7;304;Accessories;SP;0;2
US-2015-150630;Santander;4905;24-08-18;OK;fnt002-sp04;8;270;Bookcases;SP;0;0
US-2015-150630;Bradesco;979;25-08-18;OK;fnt002-sp05;20;219;Binders;SP;0;3
US-2015-150630;Bradesco;857;26-08-18;OK;fnt002-sp06;5;237;Tables;SP;0;1
US-2015-150630;Bradesco;436;27-08-18;OK;fnt002-sp06;1;211;Binders;SP;0;0
US-2015-150630;Bradesco;3982;28-08-18;OK;fnt002-sp01;18;124;Accessories;SP;0;4
CA-2017-107727;Banco do Brasil;2838;29-08-18;OK;fnt002-sp01;5;261;Bookcases;SP;0;3
CA-2016-117590;Bradesco;1722;30-08-18;OK;fnt002-sp01;2;119;Binders;SP;0;4
CA-2016-117590;Banco do Brasil;2390;31-08-18;OK;fnt002-sp01;13;307;Bookcases;SP;0;0
CA-2015-117415;Santander;884;01-09-18;OK;fnt002-sp01;4;290;Chairs;SP;0;3
CA-2015-117415;Banco do Brasil;4289;02-09-18;OK;fnt002-sp01;6;319;Labels;SP;0;0
CA-2015-117415;Bradesco;3782;03-09-18;OK;fnt002-sp01;17;69;Tables;SP;0;3
CA-2015-117415;Banco do Brasil;645;04-09-18;OK;fnt002-sp01;5;111;Storage;SP;0;4
CA-2017-120999;Santander;1767;05-09-18;OK;fnt002-sp01;11;17;Furnishings;SP;0;2
CA-2016-101343;Bradesco;5102;06-09-18;OK;fnt002-sp01;19;239;Tables;SP;0;1
CA-2016-117590;Bradesco;2085;07-09-18;OK;fnt002-sp01;7;144;Binders;RJ;0;0
CA-2015-117415;Bradesco;3322;08-09-18;OK;fnt002-sp01;12;278;Accessories;RJ;0;3
CA-2015-117415;Bradesco;685;09-09-18;OK;fnt002-sp01;5;311;Bookcases;RJ;0;3
CA-2015-117415;Banco do Brasil;2251;10-09-18;OK;fnt002-sp01;9;304;Binders;RJ;0;0
CA-2015-117415;Bradesco;3745;11-09-18;OK;fnt002-sp01;7;99;Tables;RJ;0;2
CA-2016-152156;Bradesco;3336;12-09-18;OK;fnt002-sp01;18;45;Binders;RJ;0;3
CA-2016-152156;Bradesco;1579;13-09-18;OK;fnt002-sp01;13;221;Accessories;RJ;0;2
CA-2016-138688;Bradesco;517;14-09-18;OK;fnt002-sp01;4;136;Bookcases;MG;0;0
US-2015-108966;Banco do Brasil;1545;15-09-18;OK;fnt002-sp01;20;107;Binders;SP;0;3
US-2015-108966;Bradesco;3557;16-09-18;OK;fnt002-sp02;17;104;Bookcases;SP;0;2
CA-2014-115812;Banco do Brasil;2467;17-09-18;OK;fnt002-sp03;16;46;Chairs;SP;0;2
CA-2014-115812;Santander;5059;18-09-18;OK;fnt002-sp04;17;105;Labels;SP;0;2
CA-2016-121755;Bradesco;2725;19-09-18;OK;fnt002-sp05;14;32;Tables;SP;0;0
US-2015-150630;Bradesco;170;20-09-18;OK;fnt002-sp06;8;237;Storage;SP;0;4
US-2015-150630;Bradesco;2542;21-09-18;OK;fnt002-sp06;20;89;Furnishings;SP;0;2
US-2015-150630;Bradesco;1196;22-09-18;OK;fnt002-sp01;10;110;Tables;SP;0;2
US-2015-150630;Banco do Brasil;2868;23-09-18;OK;fnt002-sp01;14;219;Binders;SP;0;1
US-2015-150630;Bradesco;1337;24-09-18;OK;fnt002-sp01;20;274;Accessories;SP;0;2
US-2015-150630;Banco do Brasil;4481;25-09-18;OK;fnt002-sp01;2;98;Bookcases;SP;0;0
US-2015-150630;Santander;1238;26-09-18;OK;fnt002-sp01;9;208;Binders;SP;0;3
CA-2017-107727;Bradesco;1853;27-09-18;OK;fnt002-sp01;20;142;Tables;SP;0;4
CA-2016-117590;Bradesco;1539;28-09-18;OK;fnt002-sp01;6;313;Binders;SP;0;3
CA-2016-117590;Bradesco;4911;29-09-18;OK;fnt002-sp01;19;80;Accessories;SP;0;3
CA-2015-117415;Bradesco;1758;30-09-18;OK;fnt002-sp01;11;228;Bookcases;SP;0;3
CA-2015-117415;Banco do Brasil;2991;08-08-18;OK;fnt002-sp01;7;139;Binders;SP;0;3
CA-2015-117415;Bradesco;2897;09-08-18;OK;fnt002-sp01;1;155;Bookcases;SP;0;4
CA-2015-117415;Banco do Brasil;5026;10-08-18;OK;fnt002-sp01;17;230;Chairs;SP;0;4
CA-2017-120999;Santander;1564;11-08-18;OK;fnt002-sp01;19;16;Labels;SP;0;3
CA-2016-101343;Banco do Brasil;1820;12-08-18;OK;fnt002-sp01;7;38;Tables;SP;0;2
CA-2016-117590;Bradesco;5603;13-08-18;OK;fnt002-sp01;3;228;Storage;RJ;0;3
CA-2015-117415;Banco do Brasil;2680;14-08-18;OK;fnt002-sp02;5;27;Furnishings;RJ;0;3
CA-2015-117415;Santander;653;15-08-18;OK;fnt002-sp03;18;218;Tables;RJ;0;0
CA-2015-117415;Bradesco;1080;16-08-18;OK;fnt002-sp04;17;254;Binders;RJ;0;3
CA-2015-117415;Bradesco;592;17-08-18;OK;fnt002-sp05;14;234;Accessories;RJ;0;3
CA-2016-152156;Bradesco;4941;18-08-18;OK;fnt002-sp06;19;307;Bookcases;RJ;0;4
CA-2016-152156;Bradesco;1014;19-08-18;OK;fnt002-sp06;15;95;Binders;RJ;0;3
CA-2016-138688;Banco do Brasil;4336;20-08-18;OK;fnt002-sp01;20;281;Tables;MG;0;4
US-2015-108966;Banco do Brasil;3059;21-08-18;OK;fnt002-sp01;4;286;Binders;SP;0;3
US-2015-108966;Bradesco;1037;22-08-18;OK;fnt002-sp01;12;147;Accessories;SP;0;3
CA-2014-115812;Banco do Brasil;3947;23-08-18;OK;fnt002-sp01;19;48;Bookcases;SP;0;1
CA-2014-115812;Santander;699;24-08-18;OK;fnt002-sp01;19;145;Binders;SP;0;3
